sample_id,native_frame,mapper_all_tp,mapper_all_fp,mapper_all_fn,mapper_all_tn,mapper_boundary_tp,mapper_boundary_fp,mapper_boundary_fn,mapper_boundary_tn,mapper_interior_tp,mapper_interior_fp,mapper_interior_fn,mapper_interior_tn,mapper_dilate_all_tp,mapper_dilate_all_fp,mapper_dilate_all_fn,mapper_dilate_all_tn,mapper_dilate_boundary_tp,mapper_dilate_boundary_fp,mapper_dilate_boundary_fn,mapper_dilate_boundary_tn,mapper_dilate_interior_tp,mapper_dilate_interior_fp,mapper_dilate_interior_fn,mapper_dilate_interior_tn,completion_all_tp,completion_all_fp,completion_all_fn,completion_all_tn,completion_boundary_tp,completion_boundary_fp,completion_boundary_fn,completion_boundary_tn,completion_interior_tp,completion_interior_fp,completion_interior_fn,completion_interior_tn
00373,2069,339,5072,19236,234128,199,514,671,3225,7,1387,8625,149552,1153,21874,18422,217326,437,1347,433,2392,27,6724,8605,144215,4412,13040,15163,226160,715,759,155,2980,692,3480,7940,147459
00376,2084,700,6396,18704,205466,209,499,845,3874,138,1743,7311,118113,2321,22016,17083,189846,598,1368,456,3005,278,6768,7171,113088,5330,12895,14074,198967,870,916,184,3457,740,3230,6709,116626
00379,2099,900,6873,21423,227680,407,431,970,5362,48,1642,9977,126712,2600,25726,19723,208827,866,1094,511,4699,196,7657,9829,120697,5867,23965,16456,210588,913,1221,464,4572,608,5854,9417,122500
00382,2114,939,4932,23144,253953,307,360,982,5165,320,1372,11609,145829,2629,16831,21454,242054,592,852,697,4673,642,5272,11287,141929,5829,11434,18254,247451,830,562,459,4963,1041,3063,10888,144138
00385,2129,741,5106,31899,358920,270,393,1813,7933,107,1196,16145,220829,2502,20260,30138,343766,596,899,1487,7427,520,5861,15732,216164,7139,25922,25501,338104,1314,1947,769,6379,1692,8442,14560,213583
00388,2144,1006,2734,37957,449820,186,370,2576,9465,200,608,16473,269329,3628,15587,35335,436967,719,1033,2043,8802,777,4074,15896,265863,7811,20320,31152,432234,2280,1977,482,7858,528,2811,16145,267126
00391,2159,620,3932,40343,466564,291,564,1714,10983,17,497,18780,290198,2141,19243,38822,451253,804,1441,1201,10106,166,3845,18631,286850,7300,37041,33663,433455,1469,2828,536,8719,804,14065,17993,276630
00394,2174,1447,6886,34092,388536,703,273,2226,7335,188,2150,13571,222250,4726,30802,30813,364620,1759,864,1170,6744,690,10246,13069,214154,10920,31901,24619,363521,2518,1446,411,6162,1178,11445,12581,212955
00397,2189,945,6208,28550,310966,403,450,2645,7481,92,1616,11986,167788,2899,24457,26596,292717,823,1337,2225,6594,498,7528,11580,161876,9688,32582,19807,284592,2734,1900,314,6031,1079,7143,10999,162261
00400,2204,579,4365,24745,275540,150,229,1396,5008,119,1585,11065,153826,2502,17688,22822,262217,466,680,1080,4557,518,6235,10666,149176,8382,15077,16942,264828,1297,989,249,4248,1444,3365,9740,152046
00403,2219,1233,9209,21072,264064,433,328,761,3876,283,2752,9530,162817,3233,29329,19072,243944,854,1104,340,3100,834,9761,8979,155808,6253,15479,16052,257794,1005,697,189,3507,1633,5399,8180,160170
00406,2234,830,5840,20045,254719,300,102,981,4053,111,3023,8407,148556,2719,25202,18156,235357,703,523,578,3632,372,10868,8146,140711,5364,17608,15511,242951,848,734,433,3421,607,5567,7911,146012
00409,2249,1073,7318,19549,242628,324,246,550,5920,201,2286,10274,146233,3327,29682,17295,220264,563,1204,311,4962,569,10180,9906,138339,4550,23094,16072,226852,693,2563,181,3603,1006,8773,9469,139746
00412,2264,1088,5781,22028,242494,496,270,609,5860,167,1381,12039,146492,2752,25607,20364,222668,774,908,331,5222,597,7715,11609,140158,5463,13843,17653,234432,841,1501,264,4629,1645,3963,10561,143910
00415,2279,901,7310,21376,248742,386,273,785,7799,73,2951,10928,145359,3480,30690,18797,225362,627,989,544,7083,600,12958,10401,135352,4599,26490,17678,229562,792,3804,379,4268,1003,11058,9998,137252
00418,2294,699,6239,20659,226013,295,201,1806,4934,117,2777,8782,122774,2746,29316,18612,202936,908,660,1193,4475,662,12746,8237,112805,6091,21847,15267,210405,1747,1884,354,3251,960,6642,7939,118909
00421,2309,357,4838,18593,226568,157,121,1379,6824,52,2104,8111,120484,1698,21853,17252,209553,652,435,884,6510,277,9574,7886,113014,4826,18727,14124,212679,1155,3233,381,3712,507,4021,7656,118567
00424,2324,1325,9329,21123,260447,626,591,686,5166,130,2975,9602,147257,3079,30887,19369,238889,861,1407,451,4350,660,11863,9072,138369,5816,20694,16632,249082,1079,2391,233,3366,900,6006,8832,144226
00427,2339,431,3675,24168,269357,160,195,1314,5050,76,1399,9639,151809,1618,16764,22981,256268,439,722,1035,4523,362,7007,9353,146201,5662,16584,18937,256448,1296,1857,178,3388,625,4541,9090,148667
00430,2354,927,3172,24019,253525,59,117,1276,4508,359,1588,8613,140756,3510,18507,21436,238190,250,432,1085,4193,1162,9567,7810,132777,5446,10556,19500,246141,960,1313,375,3312,441,1629,8531,140715
00433,2369,798,2753,24302,210249,132,128,1341,6034,142,1008,9316,108702,3897,14462,21203,198540,502,695,971,5467,862,4948,8596,104762,4560,10215,20540,202787,951,1180,522,4982,410,1506,9048,108204
00436,2384,855,8718,25122,218897,188,341,936,3698,133,3799,11736,132392,3230,39239,22747,188376,619,881,505,3158,601,16877,11268,119314,3258,15034,22719,212581,687,1023,437,3016,159,4162,11710,132029
00439,2399,1053,1884,27622,244077,131,266,808,4790,411,653,13722,147911,3786,11063,24889,234898,357,774,582,4282,1404,3972,12729,144592,5054,6762,23621,239199,765,1018,174,4038,632,1007,13501,147557
00442,2414,916,5526,24579,275054,115,122,4268,10143,149,2940,7788,132074,3306,26513,22189,254067,521,517,3862,9748,611,13466,7326,121548,8766,27926,16729,252654,4075,3521,308,6744,250,3992,7687,131022
00445,2429,1546,6585,20451,327304,482,551,3477,7445,411,2449,7149,178007,4396,27032,17601,306857,1070,1389,2889,6607,1312,10100,6248,170356,8702,28360,13295,305529,3601,2384,358,5612,434,2712,7126,177744
00448,2444,2244,13770,20515,433922,595,418,2666,7505,426,6730,6923,267220,6391,48364,16368,399328,1664,1218,1597,6705,1191,23464,6158,250486,6279,27421,16480,420271,1725,3373,1536,4550,600,8120,6749,265830
00451,2459,2181,23480,17376,426384,647,1265,1078,12778,148,9758,7299,257774,5354,77404,14203,372460,1088,3186,637,10857,649,36143,6798,231389,6024,49775,13533,400089,1552,9630,173,4413,280,10531,7167,257001
00454,2474,1976,27216,17491,411089,569,1883,1938,9746,443,12311,6836,243344,5428,87007,14039,351298,1568,4179,939,7450,1069,39005,6210,216650,5602,48029,13865,390276,1898,7555,609,4074,489,12704,6790,242951
00457,2598,3188,19557,20167,254106,811,801,3812,15215,775,8903,5125,107238,7961,70005,15394,203658,1645,2414,2978,13602,2003,30799,3897,85342,9037,45628,14318,228035,3674,7764,949,8252,791,9878,5109,106263
00460,2613,1594,9068,23237,233992,463,444,3689,13777,431,3366,6467,104497,4919,26265,19912,216795,1120,1207,3032,13014,1348,9387,5550,98476,9988,49043,14843,194017,3806,11525,346,2696,692,4247,6206,103616
00463,2628,1704,5979,19672,189709,346,658,3580,13595,575,1661,5445,84973,5113,18188,16263,177500,1098,1398,2828,12855,1424,5747,4596,80887,9816,41526,11560,154162,3690,11611,236,2642,859,2328,5161,84306
00466,2643,1398,4979,21499,227179,315,374,3137,15987,210,1592,5406,101490,3651,19774,19246,212384,670,970,2782,15391,792,7313,4824,95769,9340,39032,13557,193126,3219,12749,233,3612,659,2235,4957,100847
00469,2658,1417,3860,21015,230188,416,338,1938,5507,323,1351,8496,127528,2787,15085,19645,218963,701,879,1653,4966,678,5368,8141,123511,4571,12274,17861,221774,1668,2154,686,3691,376,1454,8443,127425
00472,2673,769,6584,24777,277994,294,456,1300,4115,104,2723,9635,157290,2863,21903,22683,262675,681,879,913,3692,602,8767,9137,151246,5911,19659,19635,264919,1380,1475,214,3096,560,5282,9179,154731
00475,2688,1626,7674,22561,270949,424,392,670,3506,233,3757,10582,167837,3653,24484,20534,254139,674,1001,420,2897,716,10236,10099,161358,4605,11719,19582,266904,778,1079,316,2819,490,3930,10325,167664
00478,2703,1419,6697,19726,256777,350,138,1862,5460,379,3100,7150,128380,3802,21463,17343,242011,753,679,1459,4919,988,8167,6541,123313,6458,26643,14687,236831,1935,1887,277,3711,703,3842,6826,127638
00481,2718,1143,4111,17921,215553,143,384,2104,5515,334,1415,6976,111126,3333,20525,15731,199139,365,890,1882,5009,908,7041,6402,105500,5552,14358,13512,205306,1871,2108,376,3791,372,1391,6938,111150
00484,2733,1247,5906,16499,179502,509,468,2252,4259,157,1624,6481,85055,2973,19659,14773,165749,910,1058,1851,3669,726,7275,5912,79404,6306,21157,11440,164251,2606,1561,155,3166,648,2633,5990,84046
00487,2748,649,6295,18758,189510,361,358,1804,3264,45,2579,7511,94581,3150,21919,16257,173886,1013,813,1152,2809,535,8317,7021,88843,6883,18625,12524,177180,1939,924,226,2698,598,4668,6958,92492
00490,2763,697,4427,19307,203967,228,333,1650,3244,90,1360,8933,116570,2879,18156,17125,190238,1066,934,812,2643,427,4709,8596,113221,5619,10380,14385,198014,1477,966,401,2611,777,2220,8246,115710
00493,2778,562,4741,19005,218625,164,307,1557,4268,97,1320,8698,119979,1924,19474,17643,203892,584,885,1137,3690,489,5213,8306,116086,4821,15589,14746,207777,1385,1214,336,3361,964,4354,7831,116945
00496,2793,472,9348,18669,232836,219,405,1203,5268,43,2807,8038,133915,2124,32191,17017,209993,963,1177,459,4496,222,9961,7859,126761,5800,18223,13341,223961,1231,1864,191,3809,864,4017,7217,132705
00499,2808,590,6119,20689,270197,270,439,1025,5018,64,1906,9130,157324,1920,21738,19359,254578,759,1092,536,4365,341,7121,8853,152109,6106,14513,15173,261803,1013,1282,282,4175,1409,5223,7785,154007
00502,2823,506,6736,21392,270956,185,646,2010,4533,32,1870,8669,139429,2752,23669,19146,254023,588,1543,1607,3636,534,6923,8167,134376,6571,20541,15327,257151,1845,2148,350,3031,470,2366,8231,138933
00505,2838,803,6538,22528,258094,372,376,1525,4761,31,2032,10661,146316,2633,27169,20698,237463,822,1223,1075,3914,311,9486,10381,138862,7944,24235,15387,240397,1480,1206,417,3931,1779,6581,8913,141767
00508,2853,1046,4471,24307,267806,324,323,2015,7619,192,1555,10980,135841,2062,17805,23291,254472,569,1002,1770,6940,575,6354,10597,131042,7488,26872,17865,245405,2159,2245,180,5697,1198,5949,9974,131447
00511,2868,768,3623,33545,370244,123,206,1888,6826,80,973,14279,217008,2747,16767,31566,357100,526,811,1485,6221,390,5778,13969,212203,8283,13572,26030,360295,1310,568,701,6464,842,3054,13517,214927
00514,2883,1061,4923,36866,418081,354,550,1746,6864,214,1244,17287,235411,3280,17840,34647,405164,1024,1289,1076,6125,695,6289,16806,230366,7145,24396,30782,398608,1395,1163,705,6251,1033,4639,16468,232016
00517,2898,873,1620,40116,420943,321,129,2279,12625,77,299,18750,228719,3270,11487,37719,411076,1021,591,1579,12163,395,2273,18432,226745,6647,21519,34342,401044,1816,6982,784,5772,633,3342,18194,225676
00520,2913,1470,3926,37100,374032,249,262,4647,21986,369,1896,13053,166159,4112,19307,34458,358651,580,1176,4316,21072,997,8097,12425,159958,9816,41074,28754,336884,4082,10038,814,12210,476,8110,12946,159945
00523,2928,1403,4252,30626,304205,564,321,1699,19033,219,1469,14685,146644,4122,16719,27907,291738,893,866,1370,18488,929,5607,13975,142506,7354,20245,24675,288212,1707,6605,556,12749,1172,3500,13732,144613
00526,2943,1037,4732,29360,361009,443,473,1794,13927,43,1032,11820,195348,3537,18914,26860,346827,1094,1400,1143,13000,430,5145,11433,191235,6619,15459,23778,350282,1627,5102,610,9298,794,2068,11069,194312
00529,2958,948,2927,29734,386657,254,339,3193,16984,236,716,10935,195935,3355,15666,27327,373918,685,1051,2762,16272,891,4145,10280,192506,9222,33824,21460,355760,3045,9312,402,8011,778,1355,10393,195296
00532,2973,435,1134,25262,371647,107,217,4666,29285,40,122,7645,160045,1721,8643,23976,364138,329,802,4444,28700,287,2184,7398,157983,8967,63029,16730,309752,4109,24562,664,4940,732,4415,6953,155752
00535,2988,1024,3982,22629,325140,299,531,4010,32970,212,1591,5408,119119,3388,20549,20265,308573,764,1877,3545,31624,853,7423,4767,113287,9020,68574,14633,260548,3950,28684,359,4817,642,2262,4978,118448
00538,3003,787,1711,34757,375715,312,305,4582,19432,171,422,12470,166500,2902,12481,32642,364945,996,1286,3898,18451,477,2683,12164,164239,9675,35282,25869,342144,4463,10914,431,8823,456,1343,12185,165579
00541,3018,1321,5571,36078,418687,388,589,1881,13855,366,906,17798,235358,3380,23802,34019,400456,875,2124,1394,12320,1015,6067,17149,230197,5818,26565,31581,397693,1536,6380,733,8064,941,4700,17223,231564
00544,3033,872,6250,38595,478794,200,875,3312,22794,136,1642,13404,239130,2828,24068,36639,460976,501,2079,3011,21590,552,8169,12988,232603,9072,53657,30395,431387,3048,15298,464,8371,553,5537,12987,235235
00547,3048,815,6870,38049,575347,318,806,4712,42331,99,2049,11831,242252,2783,29544,36081,552673,833,1930,4197,41207,437,8844,11493,235457,10204,91681,28660,490536,4155,31483,875,11654,291,3519,11639,240782
00550,3063,1005,4875,43614,631127,176,684,5439,17612,227,1013,15431,349155,4809,27762,39810,608240,537,2059,5078,16237,1461,7073,14197,343095,12938,46743,31681,589259,4894,5932,721,12364,1259,5471,14399,344697
00553,3078,838,2577,29461,548086,163,205,3497,24088,280,596,12085,295282,2804,12237,27495,538426,433,876,3227,23417,991,3828,11374,292050,8992,44704,21307,505959,3122,12753,538,11540,808,5499,11557,290379
00556,3093,672,4791,23278,442259,400,520,3302,20974,19,1466,8495,230595,2234,28223,21716,418827,1067,2219,2635,19275,168,9097,8346,222964,7212,39553,16738,407497,3219,13298,483,8196,73,3399,8441,228662
00559,3108,1205,6195,23911,392254,329,311,2397,13903,243,3675,7635,193419,3595,30394,21521,368055,693,1173,2033,13041,742,13492,7136,183602,7936,33421,17180,365028,2004,3315,722,10899,977,6803,6901,190291
00562,3123,2618,8247,35074,527340,545,862,3321,33668,402,2270,12013,253974,5902,33603,31790,501984,1116,2312,2750,32218,1403,11269,11012,244975,9317,66927,28375,468660,2957,20947,909,13583,755,5856,11660,250388
00565,3138,1061,3209,44786,637025,292,341,3837,28961,12,1045,18556,335708,3322,19170,42525,621064,725,1050,3404,28252,128,6161,18440,330592,11297,62303,34550,577931,2783,13953,1346,15349,1061,13712,17507,323041
00568,3153,733,3714,33508,489677,427,204,2920,19460,0,423,14873,277402,3263,21671,30978,471720,1376,929,1971,18735,34,4437,14839,273388,8364,44686,25877,448705,2606,9803,741,9861,729,8923,14144,268902
00571,3168,996,3152,19479,352085,494,228,2123,12994,3,725,7073,208221,3303,15918,17172,339319,1094,825,1523,12397,165,5240,6911,203706,5240,29665,15235,325572,1731,5412,886,7810,978,12330,6098,196616
00574,3183,1141,11620,13545,245506,573,347,2401,17754,363,4096,3382,99973,3058,39674,11628,217452,948,1037,2026,17064,946,14804,2799,89265,7454,58210,7232,198916,2178,9125,796,8976,1456,17003,2289,87066
00577,3198,909,5981,29391,301484,224,594,4368,17074,266,1939,10273,132904,2128,16238,28172,291227,406,1196,4186,16472,647,5612,9892,129231,11866,61803,18434,245662,3997,12148,595,5520,959,5251,9580,129592
00580,3213,730,2247,31875,314594,160,18,3651,22450,138,1161,11081,125746,2595,13248,30010,303593,559,168,3252,22300,514,6037,10705,120870,12289,77246,20316,239595,3358,16781,453,5687,1250,7263,9969,119644
00583,3228,1649,3292,34294,362360,183,197,3281,15782,224,1949,13835,157740,4090,16458,31853,349194,377,863,3087,15116,837,8278,13222,151411,14508,63829,21435,301823,2993,7725,471,8254,2323,6493,11736,153196
00586,3243,607,3821,35596,420236,203,342,3337,10523,62,608,14266,215777,2813,17351,33390,406706,736,1082,2804,9783,450,3450,13878,212935,11632,30072,24571,393985,2813,3681,727,7184,2078,4023,12250,212362
00589,3258,1386,3602,33025,477892,544,376,4248,27656,264,810,11490,203191,4272,15710,30139,465784,1288,1046,3504,26986,1026,3409,10728,200592,12660,64167,21751,417327,4070,19553,722,8479,2001,2032,9753,201969
00592,3273,904,8362,37498,548704,543,1526,2880,12982,48,1454,13495,284938,2292,30589,36110,526477,1242,2663,2181,11845,144,6927,13399,279465,11314,46634,27088,510432,2631,3695,792,10813,650,5665,12893,280727
00595,3288,571,2861,39427,584466,278,399,2173,17002,140,1054,14835,332739,2025,17429,37973,569898,590,757,1861,16644,544,6646,14431,327147,6038,21058,33960,566269,1451,3543,1000,13858,330,3757,14645,330036
00598,3303,1095,1953,38480,527610,183,250,2101,11169,285,815,15132,326095,4131,13224,35444,516339,515,807,1769,10612,1147,4402,14270,322508,7778,13896,31797,515667,1316,1455,968,9964,513,1493,14904,325417
00601,3318,1259,6744,24355,369243,350,282,2287,7543,301,3117,7928,200417,3348,32949,22266,343038,758,961,1879,6864,812,14030,7417,189504,7997,23797,17617,352190,2092,1652,545,6173,855,4906,7374,198628
00604,3333,1326,9351,25328,381508,611,641,2407,9720,82,3387,8683,204900,4180,41204,22474,349655,1415,1438,1603,8923,438,16706,8327,191581,8037,25511,18617,365348,2623,2258,395,8103,150,4807,8615,203480
00607,3348,1029,9898,38669,540991,227,300,2222,10555,128,2481,17208,325928,4423,44931,35275,505958,886,1352,1563,9503,712,14057,16624,314352,6144,27429,33554,523460,1466,2471,983,8384,203,3655,17133,324754
00610,3363,505,1132,39100,595924,215,93,4383,15398,147,496,12632,342025,2518,11085,37087,585971,984,755,3614,14736,520,3637,12259,338884,11258,28562,28347,568494,3439,4475,1159,11016,205,2556,12574,339965
00613,3378,1096,13282,33953,503725,403,1289,4094,16439,173,2196,10344,277174,4371,47342,30678,469665,1392,3578,3105,14150,897,12427,9620,266943,12194,54213,22855,462794,3779,7516,718,10212,400,6091,10117,273279
00616,3393,1214,8154,28144,406443,501,1516,3306,15836,135,929,9863,217173,3434,33733,25924,380864,1208,3859,2599,13493,662,5825,9336,212277,9600,37735,19758,376862,3540,10553,267,6799,262,1272,9736,216830
00619,3408,1041,5266,22120,284674,689,625,4450,10658,92,876,7003,135122,2754,26795,20407,263145,1295,1879,3844,9404,326,6171,6769,129827,9082,33345,14079,256595,4927,6814,212,4469,224,2307,6871,133691
00622,3423,778,6669,18363,205801,162,256,2074,7849,180,2811,7031,108600,4413,34678,14728,177792,1078,1281,1158,6824,1024,14535,6187,96876,5813,23682,13328,188788,1489,4274,747,3831,338,4245,6873,107166
00625,3438,1397,9136,13848,167036,308,944,2275,8237,476,2140,5108,87285,5630,40415,9615,135757,1242,3953,1341,5228,1676,9847,3908,79578,5650,24342,9595,151830,2101,4684,482,4497,545,2985,5039,86440
00628,3453,1860,25213,10742,127837,504,1362,1463,9093,565,11106,4245,65429,7037,79459,5565,73591,1050,4618,917,5837,2841,35518,1969,41017,5691,43089,6911,109961,1817,6061,150,4394,693,11008,4117,65527
00631,3468,3233,19928,9890,146702,707,3020,1307,10924,989,5069,3584,66090,9128,65986,3995,100644,1594,7517,420,6427,3037,18820,1536,52339,5128,33297,7995,133333,1760,8495,254,5449,954,4745,3619,66414
00634,3483,4078,39074,10194,185048,489,2545,1240,10761,1033,12094,3749,91601,10292,111534,3980,112588,1315,6705,414,6601,3016,40292,1766,63403,6507,53138,7765,170984,1533,7481,196,5825,1076,11630,3706,92065
00637,3532,1787,18077,35671,530946,353,566,2545,13611,347,7426,13664,313411,7088,93349,30370,455674,927,2123,1971,12054,1779,41594,12232,279243,9349,41188,28109,507835,2145,3486,753,10691,616,8685,13395,312152
00640,3547,2186,26096,38216,545282,412,1336,3940,12262,386,11055,13217,307044,7219,98930,33183,472448,1328,3605,3024,9993,1895,46091,11708,272008,10790,48716,29612,522662,3486,5824,866,7774,598,11979,13005,306120
00643,3562,1431,21499,43019,613051,247,579,3667,20353,226,10210,13155,333240,5672,88499,38778,546051,814,2082,3100,18850,1245,42231,12136,301219,10245,45990,34205,588560,2487,7824,1427,13108,524,11062,12857,332388
00646,3577,1119,8590,47544,632740,97,239,6347,23742,247,3455,15219,335671,4316,44044,44347,597286,562,1086,5882,22895,1028,20337,14438,318789,12789,50141,35874,591189,5379,13330,1065,10651,453,4949,15013,334177
00649,3592,1414,14463,34809,465121,411,854,3782,22842,103,6364,12290,247479,5462,67791,30761,411793,1356,3731,2837,19965,582,29622,11811,224221,8669,52172,27554,427412,3118,14413,1075,9283,99,7757,12294,246086
00652,3607,925,8717,26367,325756,130,308,3678,17779,15,3969,8732,170182,3837,37465,23455,297008,790,1434,3018,16653,195,17585,8552,156566,7124,37719,20168,296754,2553,11046,1255,7041,40,4309,8707,169842
00655,3622,2868,20974,19406,272710,644,789,3042,26309,568,9162,5473,101196,8093,84741,14181,208943,1554,3219,2132,23879,1926,34011,4115,76347,9075,63435,13199,230249,3217,15344,469,11754,666,10643,5375,99715
00658,3637,4521,31585,28452,310525,137,908,2894,9953,1840,13836,10990,148975,13318,110688,19655,231422,658,2874,2373,7987,5466,48637,7364,114174,12546,51455,20427,290655,2563,3624,468,7237,1964,13185,10866,149626
00661,3652,2899,30954,37831,384779,150,191,2034,18478,2001,26081,14415,194609,11775,117356,28955,298377,443,697,1741,17972,7026,87945,9390,132745,6056,41915,34674,373818,1299,7423,885,11246,1972,25108,14444,195582
00664,3667,2964,25936,38948,403524,342,458,2381,20757,1351,18659,16177,202813,12105,111646,29807,317814,731,1340,1992,19875,5807,77325,11721,144147,6010,38722,35902,390738,1562,8247,1161,12968,1363,18669,16165,202803
00667,3682,3469,35208,38604,408941,594,560,2248,10195,720,15425,19285,218150,10458,135807,31615,308342,1282,1940,1560,8815,2921,61696,17084,171879,8199,50995,33874,393154,1944,2985,898,7770,695,15853,19310,217722
00670,3697,3871,43307,33010,372019,571,1031,2762,10342,1568,13184,17629,194027,11135,144534,25746,270792,1627,3003,1706,8370,4668,56649,14529,150562,8461,62517,28420,352809,2640,3591,693,7782,1530,13687,17667,193524
00673,3712,2407,27706,31373,320538,412,603,2369,10129,692,11966,14826,167595,9005,101254,24775,246990,1114,2074,1667,8658,2810,48049,12708,131512,5539,43487,28241,304757,1547,2054,1234,8678,641,13796,14877,165765
00676,3727,2150,13331,26108,331798,318,989,2618,16639,371,3238,9785,162899,6674,47737,21584,297392,1276,2804,1660,14824,1508,14958,8648,151179,8710,35711,19548,309418,2166,7445,770,10183,1001,5945,9155,160192
00679,3742,1129,6427,30367,440519,151,605,4148,21538,318,2477,10489,216162,3955,31809,27541,415137,584,2019,3715,20124,1048,11733,9759,206906,11148,54189,20348,392757,3847,11840,452,10303,964,6819,9843,211820
00682,3757,957,3207,30399,423119,70,156,3562,14030,174,480,10624,221198,3710,17137,27646,409189,417,861,3215,13325,773,3461,10025,218217,11352,43646,20004,382680,3271,7288,361,6898,911,4309,9887,217369
00685,3772,1793,7788,30183,394564,474,302,3307,12514,327,2087,11348,206240,5822,31175,26154,371177,1253,1246,2528,11570,1233,8046,10442,200281,13032,52959,18944,349393,3532,5726,249,7090,2286,7357,9389,200970
00688,3787,1269,5719,32180,406896,185,625,3146,10342,84,938,11855,226370,5037,26859,28412,385756,770,1543,2561,9424,576,6187,11363,221121,9190,39870,24259,372745,2608,3778,723,7189,496,4837,11443,222471
00691,3802,1606,14761,30098,415516,276,786,4409,10335,121,5414,10151,221215,5969,57244,25735,373033,1015,1856,3670,9265,759,22290,9513,204339,10810,47756,20894,382521,3989,4963,696,6158,368,6590,9904,220039
00694,3817,1630,11168,29808,421988,186,557,3171,10737,576,3983,10471,218049,5280,44884,26158,388272,564,2018,2793,9276,1981,16105,9066,205927,11212,51318,20226,381838,3145,5855,212,5439,1328,7636,9719,214396
00697,3832,959,7321,31117,474275,195,595,4852,16295,151,2390,10146,248326,3594,33176,28482,448420,854,1964,4193,14926,690,12322,9607,238394,11091,45358,20985,436238,4491,9533,556,7357,421,3465,9876,247251
00700,3847,1544,12815,31302,434194,397,668,3188,12505,254,4679,10303,245798,5687,50085,27159,396924,851,2275,2734,10898,1171,15642,9386,234835,12171,48087,20675,398922,3157,6202,428,6971,726,6555,9831,243922
00703,3862,1314,5579,31015,406623,289,364,2657,13200,275,1504,11480,225356,4811,22077,27518,390125,746,1066,2200,12498,1066,5550,10689,221310,8653,34488,23676,377714,2613,7204,333,6360,404,1690,11351,225170
00706,3877,241,704,31034,391034,28,175,1838,16886,102,275,14062,224023,1651,5052,29624,386686,182,662,1684,16399,312,1666,13852,222632,5196,21617,26079,370121,1449,8694,417,8367,252,1270,13912,223028
00709,3892,1748,6759,27448,339654,283,352,1534,12643,464,2283,11744,181400,5765,28367,23431,318046,815,1297,1002,11698,1720,9292,10488,174391,6155,27699,23041,318714,1208,6712,609,6283,825,3172,11383,180511
00712,3907,1741,10466,30554,329838,369,925,1729,9611,453,3148,12849,184553,4746,31875,27549,308429,928,2288,1170,8248,1255,9385,12047,178316,6816,23850,25479,316454,1547,5840,551,4696,923,3830,12379,183871
00715,3922,1030,8555,32960,340625,270,667,1328,9437,65,2972,13306,200872,2976,34615,31014,314565,652,1888,946,8216,371,12262,13000,191582,8033,31756,25957,317424,1203,5931,395,4173,853,6618,12518,197226
00718,3937,1328,9861,34092,322267,319,503,1481,7420,190,4269,14133,191339,5754,42525,29666,289603,835,1618,965,6305,1089,17138,13234,178470,8333,27931,27087,304197,1403,2955,397,4968,964,7685,13359,187923
00721,3952,666,5923,32969,332730,161,616,2231,8937,41,670,11101,168235,2875,26381,30760,312272,707,1699,1685,7854,494,5023,10648,163882,8806,25053,24829,313600,1889,4476,503,5077,724,3036,10418,165869
00724,3967,952,4096,30676,350129,157,159,1256,8389,95,1816,11155,186472,4040,23718,27588,330507,646,813,767,7735,480,8758,10770,179530,7840,20422,23788,333803,873,2242,540,6306,465,5294,10785,182994
00727,3982,1176,3994,27683,361560,174,380,2273,10063,370,974,9624,191084,3975,24486,24884,341068,468,1205,1979,9238,1144,7489,8850,184569,10319,34290,18540,331264,2192,6007,255,4436,1051,2162,8943,189896
00730,3997,686,3149,29019,348490,359,500,1989,14336,45,810,10452,175796,1965,17018,27740,334621,735,1425,1613,13411,300,4525,10197,172081,8585,29673,21120,321966,2098,7388,250,7448,983,2174,9514,174432
00733,4012,602,3591,26167,419727,146,282,3925,27232,197,804,8633,189437,2670,17040,24099,406278,501,897,3570,26617,865,4813,7965,185428,9579,58509,17190,364809,3446,18935,625,8579,1587,3730,7243,186511
00736,4027,1363,5545,30582,525219,318,531,2982,36518,284,1287,10794,239503,3746,22963,28199,507801,748,1157,2552,35892,879,6635,10199,234155,8549,52791,23396,477973,2114,16772,1186,20277,887,7462,10191,233328
00739,4042,176,1436,37587,659033,64,74,2498,36591,52,468,16858,307010,746,9492,37017,650977,232,326,2330,36339,136,3351,16774,304127,4859,32603,32904,627866,1469,14057,1093,22608,771,2137,16139,305341
00742,4057,1074,5174,38343,626863,202,209,1467,19618,322,1725,18833,344022,3814,28372,35603,603665,569,866,1100,18961,1004,10212,18151,335535,7478,27780,31939,604257,934,4497,735,15330,2061,8162,17094,337585
00745,4072,1114,8626,32552,539802,467,447,4000,13568,66,2963,13944,325206,4350,39162,29316,509266,1563,1775,2904,12240,528,15981,13482,312188,10648,49614,23018,498814,3956,5123,511,8892,933,14800,13077,313369
00748,4087,1429,10326,25282,471149,404,707,1532,8314,331,1344,10051,286728,4512,43270,22199,438205,943,1909,993,7112,1149,9165,9233,278907,7661,30911,19050,450564,1384,2471,552,6550,853,4671,9529,283401
00751,4102,1748,12317,11422,270550,333,968,2248,19576,254,2469,3172,113752,4881,59777,8289,223090,793,3597,1788,16947,944,18098,2482,98123,5435,43967,7735,238900,2143,10599,438,9945,305,4704,3121,111517
