clip_id,historical_valid,corrected_valid,excluded_falsely_free
scene-0563_CAM_FRONT_8c4f9b0b_0645e15d,19015,19015,0
scene-0563_CAM_FRONT_a9bc05c8_119fb420,19446,19446,0
scene-0564_CAM_FRONT_3b86f821_1706522f,43672,43672,0
scene-0564_CAM_FRONT_6bfa0827_215d8576,42706,42706,0
scene-0564_CAM_FRONT_1afd654c_e92b0dc7,42408,42408,0
scene-0564_CAM_FRONT_5eeaeb68_e786b718,42753,42753,0
scene-0564_CAM_FRONT_0e6efc71_0fd26c83,39224,39224,0
scene-0564_CAM_FRONT_be8a7d17_60295bae,28158,28158,0
scene-0565_CAM_FRONT_f0c47597_e7bc8aeb,55726,55726,0
scene-0565_CAM_FRONT_4f384135_4c81b06a,66975,66975,0
scene-0565_CAM_FRONT_17d4c421_c80365ff,76039,76039,0
scene-0565_CAM_FRONT_b727a687_28d07d72,77254,77254,0
scene-0565_CAM_FRONT_05527b6d_0de33421,62498,62498,0
scene-0565_CAM_FRONT_cffde5b9_f466f4f3,43513,43513,0
scene-0625_CAM_FRONT_67d2d740_5bc6ae14,53604,53604,0
scene-0625_CAM_FRONT_a08cf86f_84a3ca70,60725,60725,0
scene-0625_CAM_FRONT_98fc274c_656ec137,61602,61602,0
scene-0625_CAM_FRONT_823fda8d_d48ee866,58315,58315,0
scene-0625_CAM_FRONT_668349dd_0466f571,50961,50961,0
scene-0625_CAM_FRONT_9fc4f152_f086b86d,41967,41967,0
scene-0626_CAM_FRONT_57f23d2f_addf60d7,30422,30422,0
scene-0626_CAM_FRONT_e912736e_4272663b,37904,37904,0
scene-0626_CAM_FRONT_a35e04cb_271d30b5,42668,42668,0
scene-0626_CAM_FRONT_9e9a96e8_8b823546,42916,42916,0
scene-0626_CAM_FRONT_7e3b2e21_1d4e275d,33848,33848,0
scene-0626_CAM_FRONT_340a5f3d_bb08ec78,27929,27929,0
scene-0627_CAM_FRONT_0fae8aae_6a692a42,53693,53693,0
scene-0627_CAM_FRONT_a027c6b2_35ef5018,52376,52376,0
scene-0627_CAM_FRONT_0775bcc7_15431766,43211,43211,0
scene-0627_CAM_FRONT_822fba03_907d8111,36083,36083,0
scene-0627_CAM_FRONT_221c593d_178c06a2,28515,28515,0
scene-0627_CAM_FRONT_9d7f6bb3_fec53f7e,24055,24055,0
scene-0629_CAM_FRONT_14384b3c_9e545368,62298,62298,0
scene-0629_CAM_FRONT_e8a68d57_d4b3a585,60390,60390,0
scene-0629_CAM_FRONT_729eba60_ac004b46,59050,59050,0
scene-0629_CAM_FRONT_fac8be41_bdbc78ad,59539,59539,0
scene-0629_CAM_FRONT_5cc2771d_c49f9510,56001,56001,0
scene-0629_CAM_FRONT_e5880a58_dedec800,45444,45444,0
scene-0630_CAM_FRONT_6a808b09_ae9508b3,57556,57556,0
scene-0630_CAM_FRONT_127521ab_cfabe989,57661,57661,0
scene-0630_CAM_FRONT_10b3b796_12ef9ffe,59466,59466,0
scene-0630_CAM_FRONT_298d59b2_72e83c66,61830,61830,0
scene-0630_CAM_FRONT_440a528d_c1a3b338,62465,62465,0
scene-0630_CAM_FRONT_b620d468_64701483,57346,57346,0
scene-0632_CAM_FRONT_78c80690_ce0b0c67,57375,57375,0
scene-0632_CAM_FRONT_4483f3a6_fe4272b3,49821,49821,0
scene-0632_CAM_FRONT_219ea9af_619376b3,48135,48135,0
scene-0632_CAM_FRONT_34dbd470_62eaf35b,38160,38160,0
scene-0632_CAM_FRONT_64aaf542_c4b8c55c,37232,37232,0
scene-0632_CAM_FRONT_d7f6efdc_255cd0f1,27687,27687,0
scene-0633_CAM_FRONT_fe5b1b2e_e762b41b,33504,33504,0
scene-0633_CAM_FRONT_9fde5c65_22a2197b,34582,34582,0
scene-0633_CAM_FRONT_3cd58b93_f334e3c6,36894,36894,0
scene-0633_CAM_FRONT_5406def8_3f2c2941,43238,43238,0
scene-0633_CAM_FRONT_21af4cef_3b17af9e,45025,45025,0
scene-0633_CAM_FRONT_df2eb0ab_b4568c3c,31202,31202,0
scene-0634_CAM_FRONT_3bb017b6_cb0da387,85540,85540,0
scene-0634_CAM_FRONT_9497e9cc_ac54c36b,78694,78694,0
scene-0634_CAM_FRONT_f3b10b3a_7955a19c,81399,81399,0
scene-0634_CAM_FRONT_f1ad72cd_f710d323,101915,101915,0
scene-0634_CAM_FRONT_f96a3767_475a324f,93050,93050,0
scene-0634_CAM_FRONT_d1e063d5_0abca7b8,64599,64599,0
scene-0635_CAM_FRONT_43f05ac3_b0715ea6,22552,22552,0
scene-0635_CAM_FRONT_0c81f97d_e5a4fc27,23314,23314,0
scene-0635_CAM_FRONT_01076466_c594b596,23694,23694,0
scene-0635_CAM_FRONT_39ca468b_3ad79c14,23537,23537,0
scene-0635_CAM_FRONT_4c9136c0_e55fea30,23886,23886,0
scene-0635_CAM_FRONT_b8d19bb7_135678a1,23865,23865,0
scene-0636_CAM_FRONT_3ac231a1_925af658,87680,87680,0
scene-0636_CAM_FRONT_f3501361_a1165ef3,109475,109475,0
scene-0636_CAM_FRONT_52d62696_d98b25de,82657,82657,0
scene-0636_CAM_FRONT_98e1aaf2_52c9f322,81135,81135,0
scene-0636_CAM_FRONT_c64a7057_0d28a80a,77768,77768,0
scene-0636_CAM_FRONT_73d95c15_01ec0ffb,69719,69719,0
scene-0637_CAM_FRONT_8b77b8e2_26a15512,53200,53200,0
scene-0637_CAM_FRONT_34aff80f_b3c0d188,57728,57728,0
scene-0637_CAM_FRONT_dcbda46c_d413774b,52466,52466,0
scene-0637_CAM_FRONT_c6b4a9f6_a6c7d30b,45401,45401,0
scene-0637_CAM_FRONT_c0da6ecb_cae3569b,47256,47256,0
scene-0637_CAM_FRONT_5bebe37b_6f1d27de,46343,46343,0
scene-0638_CAM_FRONT_ccd7c315_1646a03c,65965,65965,0
scene-0638_CAM_FRONT_e9a4cb5c_148a98a0,67514,67514,0
scene-0638_CAM_FRONT_f2efcbf8_23cc2b13,66009,66009,0
scene-0638_CAM_FRONT_84af29b7_7e4fbe4a,57376,57376,0
scene-0638_CAM_FRONT_0b1c4f84_bbf22539,39006,39006,0
scene-0638_CAM_FRONT_bb0f2154_aac566f9,36049,36049,0
scene-0770_CAM_FRONT_4cecbedd_9935b3e1,7521,7521,0
scene-0770_CAM_FRONT_367b4ca6_2fa2a2c2,7548,7548,0
scene-0770_CAM_FRONT_297c5290_5881d820,7397,7397,0
scene-0770_CAM_FRONT_bda037b6_e0286a70,7571,7571,0
scene-0770_CAM_FRONT_b380e87c_3e2d8c16,7363,7363,0
scene-0770_CAM_FRONT_4db81eb6_b687f913,6896,6896,0
scene-0771_CAM_FRONT_5a3a15f4_e3ca1a55,7720,7720,0
scene-0771_CAM_FRONT_f10350b3_f9adbe43,7731,7731,0
scene-0771_CAM_FRONT_f283d4f9_00dcc650,7742,7742,0
scene-0771_CAM_FRONT_8b830239_299d190b,7750,7750,0
scene-0771_CAM_FRONT_812bd271_7a827286,7768,7768,0
scene-0771_CAM_FRONT_c4cf31f3_17986d8a,7778,7778,0
scene-0775_CAM_FRONT_e836d062_f3730479,6600,6600,0
scene-0775_CAM_FRONT_2dd792df_fb64e7f0,7656,7656,0
scene-0775_CAM_FRONT_5448c4ae_779b8b1c,8833,8833,0
scene-0775_CAM_FRONT_afac9d74_5dd5ed25,7820,7820,0
scene-0775_CAM_FRONT_2f2b214c_22b802fa,8902,8902,0
scene-0775_CAM_FRONT_68417c96_b94bc826,8902,8902,0
scene-0777_CAM_FRONT_bb100390_cbbfb7a9,8120,8120,0
scene-0777_CAM_FRONT_9917500e_8df3eafa,7975,7975,0
scene-0777_CAM_FRONT_e2f8a076_f5941906,7889,7889,0
scene-0777_CAM_FRONT_6386a730_feeca927,7917,7917,0
scene-0777_CAM_FRONT_1af66f4f_33c25b7a,7912,7912,0
scene-0777_CAM_FRONT_6e0c8ae1_355b7c5e,7931,7931,0
scene-0778_CAM_FRONT_485c78db_c69a8d12,21781,21781,0
scene-0778_CAM_FRONT_7ff89b70_a95743c4,21431,21431,0
scene-0778_CAM_FRONT_603c9225_d763ff87,27903,27903,0
scene-0778_CAM_FRONT_263b9818_c0ffb6f6,33215,33215,0
scene-0778_CAM_FRONT_ab5438b9_2d128c56,37096,37096,0
scene-0778_CAM_FRONT_475eb52d_5a326a1f,38407,38407,0
scene-0780_CAM_FRONT_79496091_618d34a8,15941,15941,0
scene-0780_CAM_FRONT_a0eba88a_f5a7a188,15353,15353,0
scene-0780_CAM_FRONT_5850f2dd_021dac45,15392,15392,0
scene-0780_CAM_FRONT_81884f7b_7f6f982e,15478,15478,0
scene-0780_CAM_FRONT_4c8b6c42_90493070,16129,16129,0
scene-0780_CAM_FRONT_dcc9ee69_e5395428,16595,16595,0
scene-0781_CAM_FRONT_87c3788d_d410a7a5,11182,11182,0
scene-0781_CAM_FRONT_2a73d806_a30ed498,11686,11686,0
scene-0781_CAM_FRONT_102fadd4_8e5cf223,11724,11724,0
scene-0781_CAM_FRONT_eb60a132_da7af66a,11123,11123,0
scene-0781_CAM_FRONT_1d6c7fdb_146a1aef,10905,10905,0
scene-0781_CAM_FRONT_5cba7499_fa4fd842,10948,10948,0
scene-0782_CAM_FRONT_9699d6a8_01411f03,53024,53024,0
scene-0782_CAM_FRONT_b52f55ca_d2033528,47867,47867,0
scene-0782_CAM_FRONT_962eba65_1f9b04c2,40433,40433,0
scene-0782_CAM_FRONT_46ad54c9_9ab92b1a,33498,33498,0
scene-0782_CAM_FRONT_a5786651_b8c807aa,30336,30336,0
scene-0782_CAM_FRONT_d953e426_85328ff7,23833,23833,0
scene-0783_CAM_FRONT_e8296505_4cba70bd,27230,27230,0
scene-0783_CAM_FRONT_b83a101d_8e4a8d5f,24491,24491,0
scene-0783_CAM_FRONT_16c5497d_df9cfdd3,31794,31794,0
scene-0783_CAM_FRONT_659e4da2_ead6c3fc,47599,47599,0
scene-0783_CAM_FRONT_7e3103f3_29ba6159,59751,59751,0
scene-0783_CAM_FRONT_d0481d9c_b5b0d31c,49882,49882,0
scene-0784_CAM_FRONT_abad69b7_d96c132f,13414,13414,0
scene-0784_CAM_FRONT_45dde1b2_942c0bdb,12209,12209,0
scene-0784_CAM_FRONT_4872c7dd_d05af851,12104,12104,0
scene-0784_CAM_FRONT_2efc90b9_5deba036,11924,11924,0
scene-0784_CAM_FRONT_c34c1921_023d6155,12085,12085,0
scene-0784_CAM_FRONT_4f4e7637_0a2b1d81,12201,12201,0
scene-0794_CAM_FRONT_159f9a70_a13789ea,36388,36388,0
scene-0794_CAM_FRONT_448fb51a_b5bcd48b,34025,34025,0
scene-0794_CAM_FRONT_3491f516_7505b580,31660,31660,0
scene-0794_CAM_FRONT_5af88bc8_82dd7acb,30624,30624,0
scene-0794_CAM_FRONT_957dd8ab_51265d17,30075,30075,0
scene-0794_CAM_FRONT_4144d6c9_3ae9a520,28569,28569,0
scene-0795_CAM_FRONT_f8e8dd98_056dd22a,52341,52341,0
scene-0795_CAM_FRONT_9a24e469_98c0d0cc,53094,53094,0
scene-0795_CAM_FRONT_c42d28e3_82db470c,50275,50275,0
scene-0795_CAM_FRONT_9a7d7c46_eaf74971,50591,50591,0
scene-0795_CAM_FRONT_eb22b014_5ded7d74,39649,39649,0
scene-0795_CAM_FRONT_9719fcdf_97c0f9ec,49594,49594,0
scene-0796_CAM_FRONT_c1676a2f_09205171,40641,40641,0
scene-0796_CAM_FRONT_feaef544_3a7aa284,48520,48520,0
scene-0796_CAM_FRONT_f218a2b4_312cd4d3,44020,44020,0
scene-0796_CAM_FRONT_4aaaf68b_4786b3c0,45331,45331,0
scene-0796_CAM_FRONT_4ee219c4_7df1288f,43763,43763,0
scene-0796_CAM_FRONT_264c5f3a_1dba6570,36067,36067,0
scene-0797_CAM_FRONT_604d12eb_75642377,56724,56724,0
scene-0797_CAM_FRONT_9d77cf89_ec2ce68b,65059,65059,0
scene-0797_CAM_FRONT_ff16605e_0f6b0c88,53530,53530,0
scene-0797_CAM_FRONT_a131cf4a_ccc5e44e,34207,34207,0
scene-0797_CAM_FRONT_95594b53_311d52bc,26904,26904,0
scene-0797_CAM_FRONT_7ce195be_ee7453aa,26144,26144,0
scene-0798_CAM_FRONT_154dbc84_745e6a48,61729,61729,0
scene-0798_CAM_FRONT_e39e3e5e_70f8b282,65037,65037,0
scene-0798_CAM_FRONT_a16e2908_4fc4dcd4,65384,65384,0
scene-0798_CAM_FRONT_e49b120c_3e99c588,58070,58070,0
scene-0798_CAM_FRONT_9f5cb220_2b2c6baf,53457,53457,0
scene-0798_CAM_FRONT_6a652407_ef183f50,53835,53835,0
scene-0799_CAM_FRONT_2eef1a0a_ff99e96d,51873,51873,0
scene-0799_CAM_FRONT_10cca1fc_b4d61616,57135,57135,0
scene-0799_CAM_FRONT_afac870c_acfe7cd9,55434,55434,0
scene-0799_CAM_FRONT_247d0121_614aa888,54478,54478,0
scene-0799_CAM_FRONT_09cb6ba6_abfc8664,56952,56952,0
scene-0799_CAM_FRONT_2cb04989_ed19cd3f,60324,60324,0
scene-0800_CAM_FRONT_94cd383e_b4a22db7,43283,43283,0
scene-0800_CAM_FRONT_fa4978c3_4a74ff52,49407,49407,0
scene-0800_CAM_FRONT_a07a94dd_c2557bfc,53486,53486,0
scene-0800_CAM_FRONT_a7753324_83c7c252,47062,47062,0
scene-0800_CAM_FRONT_c31f7047_0f67be8d,46150,46150,0
scene-0800_CAM_FRONT_7ceeb5f1_f744fa72,48735,48735,0
scene-0802_CAM_FRONT_63e3bc94_145b84c5,44748,44748,0
scene-0802_CAM_FRONT_1739cd69_fbacf779,60478,60478,0
scene-0802_CAM_FRONT_d04424a0_c6a183eb,54050,54050,0
scene-0802_CAM_FRONT_e0372044_76af4456,55113,55113,0
scene-0802_CAM_FRONT_f443bc4e_81c66992,45171,45171,0
scene-0802_CAM_FRONT_2eaa3189_199f19f7,39623,39623,0
scene-0904_CAM_FRONT_4e04d32a_7d54d3ab,42966,42966,0
scene-0904_CAM_FRONT_ad17bfcf_3d83906b,46111,46111,0
scene-0904_CAM_FRONT_a80271ef_0d2418d9,40231,40231,0
scene-0904_CAM_FRONT_99be6149_93a381ca,37814,37814,0
scene-0904_CAM_FRONT_7166e48f_fe515f0e,35251,35251,0
scene-0904_CAM_FRONT_424d9df7_d0771d94,33999,33999,0
scene-0905_CAM_FRONT_bc94beb7_75fc8c40,38635,38635,0
scene-0905_CAM_FRONT_8820971b_94657cb3,44209,44209,0
scene-0905_CAM_FRONT_01956caa_cbed17f3,50689,50689,0
scene-0905_CAM_FRONT_a545bf56_84ba798e,61860,61860,0
scene-0905_CAM_FRONT_cc0b96ef_895fb05f,68030,68030,0
scene-0905_CAM_FRONT_d7f45d26_9c9cdfaf,70099,70099,0
scene-0906_CAM_FRONT_2fb7b5d1_7380c8cf,57298,57298,0
scene-0906_CAM_FRONT_14994efc_27ab30ff,44107,44107,0
scene-0906_CAM_FRONT_4739e7db_10bf5ad3,39227,39227,0
scene-0906_CAM_FRONT_f5064bc8_0f546bbb,29741,29741,0
scene-0906_CAM_FRONT_fe2427d4_8938bdb9,31813,31813,0
scene-0906_CAM_FRONT_15bdb200_10fd9395,36909,36909,0
scene-0907_CAM_FRONT_e693989d_197990b8,50458,50458,0
scene-0907_CAM_FRONT_ce93f225_20d3ca8e,43826,43826,0
scene-0907_CAM_FRONT_5052ec00_a4ea60cc,39473,39473,0
scene-0907_CAM_FRONT_86a69236_ebd128c8,28632,28632,0
scene-0907_CAM_FRONT_10629cde_fa0391dc,18433,18433,0
scene-0907_CAM_FRONT_ed107801_d20f18ba,15728,15728,0
scene-0908_CAM_FRONT_a4782f7a_10103847,38561,38561,0
scene-0908_CAM_FRONT_3de1d789_c11fe9bc,38472,38472,0
scene-0908_CAM_FRONT_3894f0cc_b82c2ddc,40265,40265,0
scene-0908_CAM_FRONT_7b173aed_3b3703bd,43637,43637,0
scene-0908_CAM_FRONT_f2138747_564de1d8,52573,52573,0
scene-0908_CAM_FRONT_55f7c299_3b3a21ce,55705,55705,0
scene-0909_CAM_FRONT_3abf81a7_0084b0b7,45503,45503,0
scene-0909_CAM_FRONT_b485d79c_86f3094a,36971,36971,0
scene-0909_CAM_FRONT_8b3831ab_352c344b,40974,40974,0
scene-0909_CAM_FRONT_6a1d73c7_0f5c4067,41557,41557,0
scene-0909_CAM_FRONT_6e9f5f9e_1a175086,32852,32852,0
scene-0909_CAM_FRONT_86c585f2_b9382e94,17719,17719,0
scene-0910_CAM_FRONT_43da5026_525a91b1,25382,25382,0
scene-0910_CAM_FRONT_b7750984_7f72c0bb,31179,31179,0
scene-0910_CAM_FRONT_6fc78b00_8119ac63,35190,35190,0
scene-0910_CAM_FRONT_e1d7a25b_dcabeaa4,47394,47394,0
scene-0910_CAM_FRONT_7af93e67_302c9592,50143,50143,0
scene-0910_CAM_FRONT_51d189d9_8e891ad6,45796,45796,0
scene-0911_CAM_FRONT_d056b9bd_45df585a,65662,65662,0
scene-0911_CAM_FRONT_c0d6f63b_728c7262,57003,57003,0
scene-0911_CAM_FRONT_36decc5f_74843887,54830,54830,0
scene-0911_CAM_FRONT_51c1eef6_07484c62,50184,50184,0
scene-0911_CAM_FRONT_bbd330e5_2ec05dce,49413,49413,0
scene-0911_CAM_FRONT_157dcf34_8c72fbe5,43965,43965,0
scene-0912_CAM_FRONT_8487e4c9_56a6c249,26354,26354,0
scene-0912_CAM_FRONT_e7afb9a4_60ecb3e1,26833,26833,0
scene-0912_CAM_FRONT_44183eea_2f1fd75c,27918,27918,0
scene-0912_CAM_FRONT_41ce9907_3acae4c6,29182,29182,0
scene-0912_CAM_FRONT_bf066d5f_83d3ee0e,30983,30983,0
scene-0912_CAM_FRONT_cbb78ba0_0412bd89,33629,33629,0
scene-0913_CAM_FRONT_1f048fa2_1e6f6e90,41608,41608,0
scene-0913_CAM_FRONT_3ace3074_d2bfb598,47338,47338,0
scene-0913_CAM_FRONT_a68a0818_0071536e,37409,37409,0
scene-0913_CAM_FRONT_1ad48393_3608204a,35762,35762,0
scene-0913_CAM_FRONT_81530763_ce9df8d8,39964,39964,0
scene-0913_CAM_FRONT_3b156a67_5e2aad67,41172,41172,0
scene-0914_CAM_FRONT_f8de6e9a_10e6d207,58359,58359,0
scene-0914_CAM_FRONT_f9fe6f80_1424390f,55733,55733,0
scene-0914_CAM_FRONT_9a99dae6_614cb312,55981,55981,0
scene-0914_CAM_FRONT_1c7ffbf1_16767ec4,60271,60271,0
scene-0914_CAM_FRONT_6d1c615e_e0513430,55840,55840,0
scene-0914_CAM_FRONT_a6389047_67fa7b67,36276,36276,0
scene-0915_CAM_FRONT_7f8368b7_7c7be93d,39345,39345,0
scene-0915_CAM_FRONT_a2ef08f7_cce9a021,36074,36074,0
scene-0915_CAM_FRONT_6de71c96_005cfc5e,46985,46985,0
scene-0915_CAM_FRONT_c6cebadf_c943bddd,44291,44291,0
scene-0915_CAM_FRONT_d85a67be_246b21c5,40459,40459,0
scene-0915_CAM_FRONT_87a927d7_666e8405,38376,38376,0
scene-0916_CAM_FRONT_b5989651_ac8b4d49,122141,122141,0
scene-0916_CAM_FRONT_c1eed312_d8251bbc,95226,95226,0
scene-0916_CAM_FRONT_048a45dd_609d5177,77604,77604,0
scene-0916_CAM_FRONT_b1303058_e174cb43,84611,84611,0
scene-0916_CAM_FRONT_6ff9723a_55c25897,70727,70727,0
scene-0916_CAM_FRONT_44237858_e00dc151,51060,51060,0
scene-0917_CAM_FRONT_8c5c08c8_f4b1ff82,69072,69072,0
scene-0917_CAM_FRONT_018ef7dd_99d907c5,72739,72739,0
scene-0917_CAM_FRONT_1dba2c2c_49eb8915,70144,70144,0
scene-0917_CAM_FRONT_46285edc_90fbcb8d,65508,65508,0
scene-0917_CAM_FRONT_37fbabc0_5bdba79e,62571,62571,0
scene-0917_CAM_FRONT_19ccc1fa_bf452016,64948,64948,0
scene-0919_CAM_FRONT_bd0c2713_9d89067a,38696,38696,0
scene-0919_CAM_FRONT_7110a0d1_9ef03c61,49890,49890,0
scene-0919_CAM_FRONT_67f11693_6d9def1e,69568,69568,0
scene-0919_CAM_FRONT_fc92fca5_1e606cc7,72272,72272,0
scene-0919_CAM_FRONT_1752d62f_3beeafdd,61650,61650,0
scene-0919_CAM_FRONT_a79fa282_72b648d5,33954,33954,0
scene-0920_CAM_FRONT_e8a25125_b4628dfb,107198,107198,0
scene-0920_CAM_FRONT_dca35073_00ec13f2,73895,73895,0
scene-0920_CAM_FRONT_e84b6659_1c0fdeaa,65058,65058,0
scene-0920_CAM_FRONT_f3a8bec1_6511c90b,60701,60701,0
scene-0920_CAM_FRONT_7a38c623_84f28973,71668,71668,0
scene-0920_CAM_FRONT_278d97e2_07edc519,66458,66458,0
scene-0921_CAM_FRONT_852e22db_5737334b,63010,63010,0
scene-0921_CAM_FRONT_dce96ecc_4209f80d,63511,63511,0
scene-0921_CAM_FRONT_94fc83c5_b4f20dcf,54963,54963,0
scene-0921_CAM_FRONT_28715cdf_1ce20a30,55505,55505,0
scene-0921_CAM_FRONT_fc46571b_9c40f85f,54765,54765,0
scene-0921_CAM_FRONT_9742c1ad_05101786,51743,51743,0
scene-0922_CAM_FRONT_73c335a2_54d0e038,60535,60535,0
scene-0922_CAM_FRONT_2fb8e56b_a2b34ea2,63001,63001,0
scene-0922_CAM_FRONT_d659884a_5e3a4619,55402,55402,0
scene-0922_CAM_FRONT_8e2c9989_907f27be,49208,49208,0
scene-0922_CAM_FRONT_90bf8cc6_b7cf1c23,44755,44755,0
scene-0922_CAM_FRONT_b2bb80cb_c3ebdce9,51435,51435,0
scene-0923_CAM_FRONT_c07a4800_957eef00,58948,58948,0
scene-0923_CAM_FRONT_9b4c2d1a_2a376dea,65669,65669,0
scene-0923_CAM_FRONT_f96b2fb0_58bb75a7,65146,65146,0
scene-0923_CAM_FRONT_ff9eff43_90314f29,50886,50886,0
scene-0923_CAM_FRONT_84c5a3b5_02e64ee9,40415,40415,0
scene-0923_CAM_FRONT_0bf7d8af_c217c812,42335,42335,0
scene-0924_CAM_FRONT_c201dea8_9ed40a1c,38829,38829,0
scene-0924_CAM_FRONT_de7e74c2_d9e3f634,42366,42366,0
scene-0924_CAM_FRONT_6f5980b6_093439cd,40163,40163,0
scene-0924_CAM_FRONT_39eacd41_604687c1,54429,54429,0
scene-0924_CAM_FRONT_77909180_dd3bfc47,56270,56270,0
scene-0924_CAM_FRONT_eb0ce46b_824c67e0,34837,34837,0
scene-0925_CAM_FRONT_e6fcfc5c_56b595dc,52145,52145,0
scene-0925_CAM_FRONT_50ae7fb9_28993b0f,52986,52986,0
scene-0925_CAM_FRONT_204ed035_1745a8aa,53516,53516,0
scene-0925_CAM_FRONT_5d09f3c4_03479e99,53238,53238,0
scene-0925_CAM_FRONT_66725604_e6b2fa45,54995,54995,0
scene-0925_CAM_FRONT_bbe84595_dd673198,49664,49664,0
scene-0926_CAM_FRONT_45eda670_78989332,56944,56944,0
scene-0926_CAM_FRONT_7c4bfd7a_d11e40fe,63430,63430,0
scene-0926_CAM_FRONT_8a05f7a2_26d153ce,58094,58094,0
scene-0926_CAM_FRONT_91a161db_1998255a,51996,51996,0
scene-0926_CAM_FRONT_cc8d4c54_6742957c,45611,45611,0
scene-0926_CAM_FRONT_e1f394c2_b703e37c,39293,39293,0
scene-0927_CAM_FRONT_5d785cd9_f4e02ed6,54327,54327,0
scene-0927_CAM_FRONT_3a9bf178_34f1c80e,59449,59449,0
scene-0927_CAM_FRONT_39685006_f6c8351e,66321,66321,0
scene-0927_CAM_FRONT_ceb32049_c485bc17,62648,62648,0
scene-0927_CAM_FRONT_4ef4a5d9_0d9c4c2d,52466,52466,0
scene-0927_CAM_FRONT_b010e143_486730ca,42123,42123,0
scene-0928_CAM_FRONT_fd091598_44bce708,76212,76212,0
scene-0928_CAM_FRONT_bd2e11f5_25d279c8,108888,108888,0
scene-0928_CAM_FRONT_7723b0a5_0cb0b2de,105085,105085,0
scene-0928_CAM_FRONT_8dffb9bb_4b1b6413,77171,77171,0
scene-0928_CAM_FRONT_718a63b0_b1e7b23a,71580,71580,0
scene-0928_CAM_FRONT_baf7925d_c3dcf31b,66514,66514,0
scene-0929_CAM_FRONT_dad9942e_b34fc5bc,92375,92375,0
scene-0929_CAM_FRONT_cd553502_b5e8f960,82477,82477,0
scene-0929_CAM_FRONT_5220c913_0f77ffe5,64634,64634,0
scene-0929_CAM_FRONT_0305c100_cbaaec20,49786,49786,0
scene-0929_CAM_FRONT_15606151_a84326b4,36177,36177,0
scene-0929_CAM_FRONT_fc03376a_353a0ef8,35135,35135,0
scene-0930_CAM_FRONT_e57fa712_36648b9c,54987,54987,0
scene-0930_CAM_FRONT_08e65feb_1770f47c,53989,53989,0
scene-0930_CAM_FRONT_d1c43c49_36f92785,52401,52401,0
scene-0930_CAM_FRONT_89a95522_80fa5404,51357,51357,0
scene-0930_CAM_FRONT_ebdaa986_4f0b05fa,44027,44027,0
scene-0930_CAM_FRONT_e007e23c_39d6e57a,37687,37687,0
scene-0931_CAM_FRONT_b139c133_d9b7405e,64126,64126,0
scene-0931_CAM_FRONT_c46eb104_1a18bb13,50334,50334,0
scene-0931_CAM_FRONT_041205de_8e2f2524,39916,39916,0
scene-0931_CAM_FRONT_20f91bd4_0c8613a6,27715,27715,0
scene-0931_CAM_FRONT_6e454caa_dc9b951f,23469,23469,0
scene-0931_CAM_FRONT_b631c946_bc33d196,19991,19991,0
scene-0962_CAM_FRONT_b2a93b02_2463d4ed,43361,43361,0
scene-0962_CAM_FRONT_754e47c5_c8634c59,55578,55578,0
scene-0962_CAM_FRONT_4911451f_3fb3df6b,75614,75614,0
scene-0962_CAM_FRONT_1b18579e_c189ad95,77614,77614,0
scene-0962_CAM_FRONT_0382fe99_b31c7ca5,69661,69661,0
scene-0962_CAM_FRONT_3139a4dc_d5155238,55928,55928,0
scene-0963_CAM_FRONT_637fc435_2894f77b,76482,76482,0
scene-0963_CAM_FRONT_97411da2_12370234,59246,59246,0
scene-0963_CAM_FRONT_98a4bccf_abf6a27f,45415,45415,0
scene-0963_CAM_FRONT_766371d3_bb5af5ca,38396,38396,0
scene-0963_CAM_FRONT_2cafae36_aae7792b,37277,37277,0
scene-0963_CAM_FRONT_be97e44a_09a7c6bd,26289,26289,0
scene-0966_CAM_FRONT_b5cbf927_70fef2d1,53745,53745,0
scene-0966_CAM_FRONT_d2db7e12_586f3a3f,51121,51121,0
scene-0966_CAM_FRONT_d8cc7ad7_6c5e3539,52548,52548,0
scene-0966_CAM_FRONT_dcfd47c0_1cb428b0,52082,52082,0
scene-0966_CAM_FRONT_9b20ac04_4da9b80e,51738,51738,0
scene-0966_CAM_FRONT_5ad1d812_97b2a78e,48955,48955,0
scene-0967_CAM_FRONT_23d02c83_feeb907e,77677,77677,0
scene-0967_CAM_FRONT_4d3f8452_ea235f4c,75057,75057,0
scene-0967_CAM_FRONT_dab412ea_e2024bdc,75417,75417,0
scene-0967_CAM_FRONT_0d3531c4_d493e106,74437,74437,0
scene-0967_CAM_FRONT_817e7e53_218372bb,71480,71480,0
scene-0967_CAM_FRONT_8ccbaa32_d87b0205,60695,60695,0
scene-0968_CAM_FRONT_aa298fdc_6c333a63,100663,100663,0
scene-0968_CAM_FRONT_b06d517f_f53d39f4,99419,99419,0
scene-0968_CAM_FRONT_e4dbec5e_c428be7e,101436,101436,0
scene-0968_CAM_FRONT_119c8d25_34c683c2,84722,84722,0
scene-0968_CAM_FRONT_00460925_bfa13689,67876,67876,0
scene-0968_CAM_FRONT_22cc5daf_4c27ebb8,50439,50439,0
scene-0969_CAM_FRONT_923b34d4_ea7c5f51,77872,77872,0
scene-0969_CAM_FRONT_e3a3363b_a04f92ca,78110,78110,0
