drive,partition,sscbench_index,native_frame,stream_index,frame_key,t_image_s,t_velodyne_s,dt_velo_minus_image_s,rgb_path,lidar_path,pose_row,pose_frame_matches_native,target_file,target_frame,target_anchored_at,trident_cache,causal_input_range,future_target_range,sample_file
2013_05_28_drive_0007_sync,train,1205,1207,241,0007_0000001207,126.016523,126.01639,-0.000133,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001207.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001207.bin,1206,True,preprocess/labels/2013_05_28_drive_0007_sync/001205_1_1.npy,velodyne_of_native_frame_1207,t (last frame of the clip),True,"[0, 241]","[242, 261]",samples/k360_train/2013_05_28_drive_0007_sync_00241.npz
2013_05_28_drive_0007_sync,train,1210,1212,242,0007_0000001212,126.538413,126.538208,-0.000205,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001212.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001212.bin,1211,True,preprocess/labels/2013_05_28_drive_0007_sync/001210_1_1.npy,velodyne_of_native_frame_1212,t (last frame of the clip),True,"[0, 242]","[243, 262]",samples/k360_train/2013_05_28_drive_0007_sync_00242.npz
2013_05_28_drive_0007_sync,train,1215,1217,243,0007_0000001217,127.060107,127.060026,-8.1e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001217.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001217.bin,1216,True,preprocess/labels/2013_05_28_drive_0007_sync/001215_1_1.npy,velodyne_of_native_frame_1217,t (last frame of the clip),True,"[0, 243]","[244, 263]",samples/k360_train/2013_05_28_drive_0007_sync_00243.npz
2013_05_28_drive_0007_sync,train,1220,1222,244,0007_0000001222,127.58203,127.581866,-0.000164,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001222.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001222.bin,1221,True,preprocess/labels/2013_05_28_drive_0007_sync/001220_1_1.npy,velodyne_of_native_frame_1222,t (last frame of the clip),True,"[0, 244]","[245, 264]",samples/k360_train/2013_05_28_drive_0007_sync_00244.npz
2013_05_28_drive_0007_sync,train,1225,1227,245,0007_0000001227,128.103863,128.103688,-0.000175,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001227.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001227.bin,1226,True,preprocess/labels/2013_05_28_drive_0007_sync/001225_1_1.npy,velodyne_of_native_frame_1227,t (last frame of the clip),True,"[0, 245]","[246, 265]",samples/k360_train/2013_05_28_drive_0007_sync_00245.npz
2013_05_28_drive_0007_sync,train,1230,1232,246,0007_0000001232,128.625864,128.625689,-0.000175,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001232.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001232.bin,1231,True,preprocess/labels/2013_05_28_drive_0007_sync/001230_1_1.npy,velodyne_of_native_frame_1232,t (last frame of the clip),True,"[0, 246]","[247, 266]",samples/k360_train/2013_05_28_drive_0007_sync_00246.npz
2013_05_28_drive_0007_sync,train,1235,1237,247,0007_0000001237,129.148002,129.147749,-0.000253,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001237.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001237.bin,1236,True,preprocess/labels/2013_05_28_drive_0007_sync/001235_1_1.npy,velodyne_of_native_frame_1237,t (last frame of the clip),True,"[0, 247]","[248, 267]",samples/k360_train/2013_05_28_drive_0007_sync_00247.npz
2013_05_28_drive_0007_sync,train,1240,1242,248,0007_0000001242,129.670052,129.669802,-0.00025,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001242.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001242.bin,1241,True,preprocess/labels/2013_05_28_drive_0007_sync/001240_1_1.npy,velodyne_of_native_frame_1242,t (last frame of the clip),True,"[0, 248]","[249, 268]",samples/k360_train/2013_05_28_drive_0007_sync_00248.npz
2013_05_28_drive_0007_sync,train,1245,1247,249,0007_0000001247,130.192027,130.191793,-0.000234,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001247.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001247.bin,1246,True,preprocess/labels/2013_05_28_drive_0007_sync/001245_1_1.npy,velodyne_of_native_frame_1247,t (last frame of the clip),True,"[0, 249]","[250, 269]",samples/k360_train/2013_05_28_drive_0007_sync_00249.npz
2013_05_28_drive_0007_sync,train,1250,1252,250,0007_0000001252,130.713938,130.713715,-0.000223,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001252.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001252.bin,1251,True,preprocess/labels/2013_05_28_drive_0007_sync/001250_1_1.npy,velodyne_of_native_frame_1252,t (last frame of the clip),True,"[0, 250]","[251, 270]",samples/k360_train/2013_05_28_drive_0007_sync_00250.npz
2013_05_28_drive_0007_sync,train,1255,1257,251,0007_0000001257,131.235805,131.235567,-0.000238,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001257.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001257.bin,1256,True,preprocess/labels/2013_05_28_drive_0007_sync/001255_1_1.npy,velodyne_of_native_frame_1257,t (last frame of the clip),True,"[0, 251]","[252, 271]",samples/k360_train/2013_05_28_drive_0007_sync_00251.npz
2013_05_28_drive_0007_sync,train,1260,1262,252,0007_0000001262,131.757515,131.757343,-0.000172,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001262.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001262.bin,1261,True,preprocess/labels/2013_05_28_drive_0007_sync/001260_1_1.npy,velodyne_of_native_frame_1262,t (last frame of the clip),True,"[0, 252]","[253, 272]",samples/k360_train/2013_05_28_drive_0007_sync_00252.npz
2013_05_28_drive_0007_sync,train,1265,1267,253,0007_0000001267,132.279132,132.278958,-0.000174,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001267.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001267.bin,1266,True,preprocess/labels/2013_05_28_drive_0007_sync/001265_1_1.npy,velodyne_of_native_frame_1267,t (last frame of the clip),True,"[0, 253]","[254, 273]",samples/k360_train/2013_05_28_drive_0007_sync_00253.npz
2013_05_28_drive_0007_sync,train,1270,1272,254,0007_0000001272,132.800653,132.800582,-7.1e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001272.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001272.bin,1271,True,preprocess/labels/2013_05_28_drive_0007_sync/001270_1_1.npy,velodyne_of_native_frame_1272,t (last frame of the clip),True,"[0, 254]","[255, 274]",samples/k360_train/2013_05_28_drive_0007_sync_00254.npz
2013_05_28_drive_0007_sync,train,1275,1277,255,0007_0000001277,133.322647,133.322492,-0.000155,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001277.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001277.bin,1276,True,preprocess/labels/2013_05_28_drive_0007_sync/001275_1_1.npy,velodyne_of_native_frame_1277,t (last frame of the clip),True,"[0, 255]","[256, 275]",samples/k360_train/2013_05_28_drive_0007_sync_00255.npz
2013_05_28_drive_0007_sync,train,1280,1282,256,0007_0000001282,133.844905,133.844746,-0.000159,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001282.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001282.bin,1281,True,preprocess/labels/2013_05_28_drive_0007_sync/001280_1_1.npy,velodyne_of_native_frame_1282,t (last frame of the clip),True,"[0, 256]","[257, 276]",samples/k360_train/2013_05_28_drive_0007_sync_00256.npz
2013_05_28_drive_0007_sync,train,1285,1287,257,0007_0000001287,134.366913,134.366841,-7.2e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001287.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001287.bin,1286,True,preprocess/labels/2013_05_28_drive_0007_sync/001285_1_1.npy,velodyne_of_native_frame_1287,t (last frame of the clip),True,"[0, 257]","[258, 277]",samples/k360_train/2013_05_28_drive_0007_sync_00257.npz
2013_05_28_drive_0007_sync,train,1290,1292,258,0007_0000001292,134.888673,134.888572,-0.000101,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001292.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001292.bin,1291,True,preprocess/labels/2013_05_28_drive_0007_sync/001290_1_1.npy,velodyne_of_native_frame_1292,t (last frame of the clip),True,"[0, 258]","[259, 278]",samples/k360_train/2013_05_28_drive_0007_sync_00258.npz
2013_05_28_drive_0007_sync,train,1295,1297,259,0007_0000001297,135.41016,135.410089,-7.1e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001297.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001297.bin,1296,True,preprocess/labels/2013_05_28_drive_0007_sync/001295_1_1.npy,velodyne_of_native_frame_1297,t (last frame of the clip),True,"[0, 259]","[260, 279]",samples/k360_train/2013_05_28_drive_0007_sync_00259.npz
2013_05_28_drive_0007_sync,train,1300,1302,260,0007_0000001302,135.931896,135.931863,-3.3e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001302.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001302.bin,1301,True,preprocess/labels/2013_05_28_drive_0007_sync/001300_1_1.npy,velodyne_of_native_frame_1302,t (last frame of the clip),True,"[0, 260]","[261, 280]",samples/k360_train/2013_05_28_drive_0007_sync_00260.npz
2013_05_28_drive_0007_sync,train,1305,1307,261,0007_0000001307,136.454253,136.454221,-3.2e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001307.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001307.bin,1306,True,preprocess/labels/2013_05_28_drive_0007_sync/001305_1_1.npy,velodyne_of_native_frame_1307,t (last frame of the clip),True,"[0, 261]","[262, 281]",samples/k360_train/2013_05_28_drive_0007_sync_00261.npz
2013_05_28_drive_0007_sync,train,1310,1312,262,0007_0000001312,136.976795,136.976694,-0.000101,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001312.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001312.bin,1311,True,preprocess/labels/2013_05_28_drive_0007_sync/001310_1_1.npy,velodyne_of_native_frame_1312,t (last frame of the clip),True,"[0, 262]","[263, 282]",samples/k360_train/2013_05_28_drive_0007_sync_00262.npz
2013_05_28_drive_0007_sync,train,1315,1317,263,0007_0000001317,137.499402,137.499338,-6.4e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001317.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001317.bin,1316,True,preprocess/labels/2013_05_28_drive_0007_sync/001315_1_1.npy,velodyne_of_native_frame_1317,t (last frame of the clip),True,"[0, 263]","[264, 283]",samples/k360_train/2013_05_28_drive_0007_sync_00263.npz
2013_05_28_drive_0007_sync,train,1320,1322,264,0007_0000001322,138.021771,138.021619,-0.000152,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001322.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001322.bin,1321,True,preprocess/labels/2013_05_28_drive_0007_sync/001320_1_1.npy,velodyne_of_native_frame_1322,t (last frame of the clip),True,"[0, 264]","[265, 284]",samples/k360_train/2013_05_28_drive_0007_sync_00264.npz
2013_05_28_drive_0007_sync,train,1325,1327,265,0007_0000001327,138.543755,138.543706,-4.9e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001327.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001327.bin,1326,True,preprocess/labels/2013_05_28_drive_0007_sync/001325_1_1.npy,velodyne_of_native_frame_1327,t (last frame of the clip),True,"[0, 265]","[266, 285]",samples/k360_train/2013_05_28_drive_0007_sync_00265.npz
2013_05_28_drive_0007_sync,train,1330,1332,266,0007_0000001332,139.065127,139.065075,-5.2e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001332.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001332.bin,1331,True,preprocess/labels/2013_05_28_drive_0007_sync/001330_1_1.npy,velodyne_of_native_frame_1332,t (last frame of the clip),True,"[0, 266]","[267, 286]",samples/k360_train/2013_05_28_drive_0007_sync_00266.npz
2013_05_28_drive_0007_sync,train,1335,1337,267,0007_0000001337,139.585998,139.585885,-0.000113,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001337.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001337.bin,1336,True,preprocess/labels/2013_05_28_drive_0007_sync/001335_1_1.npy,velodyne_of_native_frame_1337,t (last frame of the clip),True,"[0, 267]","[268, 287]",samples/k360_train/2013_05_28_drive_0007_sync_00267.npz
2013_05_28_drive_0007_sync,train,1340,1342,268,0007_0000001342,140.106736,140.106726,-1e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001342.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001342.bin,1341,True,preprocess/labels/2013_05_28_drive_0007_sync/001340_1_1.npy,velodyne_of_native_frame_1342,t (last frame of the clip),True,"[0, 268]","[269, 288]",samples/k360_train/2013_05_28_drive_0007_sync_00268.npz
2013_05_28_drive_0007_sync,train,1345,1347,269,0007_0000001347,140.627959,140.627826,-0.000133,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001347.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001347.bin,1346,True,preprocess/labels/2013_05_28_drive_0007_sync/001345_1_1.npy,velodyne_of_native_frame_1347,t (last frame of the clip),True,"[0, 269]","[270, 289]",samples/k360_train/2013_05_28_drive_0007_sync_00269.npz
2013_05_28_drive_0007_sync,train,1350,1352,270,0007_0000001352,141.149531,141.149339,-0.000192,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001352.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001352.bin,1351,True,preprocess/labels/2013_05_28_drive_0007_sync/001350_1_1.npy,velodyne_of_native_frame_1352,t (last frame of the clip),True,"[0, 270]","[271, 290]",samples/k360_train/2013_05_28_drive_0007_sync_00270.npz
2013_05_28_drive_0007_sync,train,1355,1357,271,0007_0000001357,141.671279,141.671046,-0.000233,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001357.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001357.bin,1356,True,preprocess/labels/2013_05_28_drive_0007_sync/001355_1_1.npy,velodyne_of_native_frame_1357,t (last frame of the clip),True,"[0, 271]","[272, 291]",samples/k360_train/2013_05_28_drive_0007_sync_00271.npz
2013_05_28_drive_0007_sync,train,1360,1362,272,0007_0000001362,142.193177,142.192893,-0.000284,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001362.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001362.bin,1361,True,preprocess/labels/2013_05_28_drive_0007_sync/001360_1_1.npy,velodyne_of_native_frame_1362,t (last frame of the clip),True,"[0, 272]","[273, 292]",samples/k360_train/2013_05_28_drive_0007_sync_00272.npz
2013_05_28_drive_0007_sync,train,1365,1367,273,0007_0000001367,142.715212,142.714858,-0.000354,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001367.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001367.bin,1366,True,preprocess/labels/2013_05_28_drive_0007_sync/001365_1_1.npy,velodyne_of_native_frame_1367,t (last frame of the clip),True,"[0, 273]","[274, 293]",samples/k360_train/2013_05_28_drive_0007_sync_00273.npz
2013_05_28_drive_0007_sync,train,1370,1372,274,0007_0000001372,143.23729,143.236901,-0.000389,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001372.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001372.bin,1371,True,preprocess/labels/2013_05_28_drive_0007_sync/001370_1_1.npy,velodyne_of_native_frame_1372,t (last frame of the clip),True,"[0, 274]","[275, 294]",samples/k360_train/2013_05_28_drive_0007_sync_00274.npz
2013_05_28_drive_0007_sync,train,1375,1377,275,0007_0000001377,143.759786,143.759306,-0.00048,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001377.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001377.bin,1376,True,preprocess/labels/2013_05_28_drive_0007_sync/001375_1_1.npy,velodyne_of_native_frame_1377,t (last frame of the clip),True,"[0, 275]","[276, 295]",samples/k360_train/2013_05_28_drive_0007_sync_00275.npz
2013_05_28_drive_0007_sync,train,1380,1382,276,0007_0000001382,144.282782,144.282204,-0.000578,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001382.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001382.bin,1381,True,preprocess/labels/2013_05_28_drive_0007_sync/001380_1_1.npy,velodyne_of_native_frame_1382,t (last frame of the clip),True,"[0, 276]","[277, 296]",samples/k360_train/2013_05_28_drive_0007_sync_00276.npz
2013_05_28_drive_0007_sync,train,1385,1387,277,0007_0000001387,144.805687,144.804914,-0.000773,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001387.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001387.bin,1386,True,preprocess/labels/2013_05_28_drive_0007_sync/001385_1_1.npy,velodyne_of_native_frame_1387,t (last frame of the clip),True,"[0, 277]","[278, 297]",samples/k360_train/2013_05_28_drive_0007_sync_00277.npz
2013_05_28_drive_0007_sync,train,1390,1392,278,0007_0000001392,145.328165,145.327319,-0.000846,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001392.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001392.bin,1391,True,preprocess/labels/2013_05_28_drive_0007_sync/001390_1_1.npy,velodyne_of_native_frame_1392,t (last frame of the clip),True,"[0, 278]","[279, 298]",samples/k360_train/2013_05_28_drive_0007_sync_00278.npz
2013_05_28_drive_0007_sync,train,1395,1397,279,0007_0000001397,145.850419,145.849434,-0.000985,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001397.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001397.bin,1396,True,preprocess/labels/2013_05_28_drive_0007_sync/001395_1_1.npy,velodyne_of_native_frame_1397,t (last frame of the clip),True,"[0, 279]","[280, 299]",samples/k360_train/2013_05_28_drive_0007_sync_00279.npz
2013_05_28_drive_0007_sync,train,1400,1402,280,0007_0000001402,146.372441,146.371425,-0.001016,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001402.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001402.bin,1401,True,preprocess/labels/2013_05_28_drive_0007_sync/001400_1_1.npy,velodyne_of_native_frame_1402,t (last frame of the clip),True,"[0, 280]","[281, 300]",samples/k360_train/2013_05_28_drive_0007_sync_00280.npz
2013_05_28_drive_0007_sync,train,1405,1407,281,0007_0000001407,146.894442,146.893418,-0.001024,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001407.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001407.bin,1406,True,preprocess/labels/2013_05_28_drive_0007_sync/001405_1_1.npy,velodyne_of_native_frame_1407,t (last frame of the clip),True,"[0, 281]","[282, 301]",samples/k360_train/2013_05_28_drive_0007_sync_00281.npz
2013_05_28_drive_0007_sync,train,1410,1412,282,0007_0000001412,147.416454,147.415429,-0.001025,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001412.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001412.bin,1411,True,preprocess/labels/2013_05_28_drive_0007_sync/001410_1_1.npy,velodyne_of_native_frame_1412,t (last frame of the clip),True,"[0, 282]","[283, 302]",samples/k360_train/2013_05_28_drive_0007_sync_00282.npz
2013_05_28_drive_0007_sync,train,1415,1417,283,0007_0000001417,147.938221,147.937721,-0.0005,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001417.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001417.bin,1416,True,preprocess/labels/2013_05_28_drive_0007_sync/001415_1_1.npy,velodyne_of_native_frame_1417,t (last frame of the clip),True,"[0, 283]","[284, 303]",samples/k360_train/2013_05_28_drive_0007_sync_00283.npz
2013_05_28_drive_0007_sync,train,1420,1422,284,0007_0000001422,148.460798,148.460214,-0.000584,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001422.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001422.bin,1421,True,preprocess/labels/2013_05_28_drive_0007_sync/001420_1_1.npy,velodyne_of_native_frame_1422,t (last frame of the clip),True,"[0, 284]","[285, 304]",samples/k360_train/2013_05_28_drive_0007_sync_00284.npz
2013_05_28_drive_0007_sync,train,1425,1427,285,0007_0000001427,148.983031,148.982524,-0.000507,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001427.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001427.bin,1426,True,preprocess/labels/2013_05_28_drive_0007_sync/001425_1_1.npy,velodyne_of_native_frame_1427,t (last frame of the clip),True,"[0, 285]","[286, 305]",samples/k360_train/2013_05_28_drive_0007_sync_00285.npz
2013_05_28_drive_0007_sync,train,1430,1432,286,0007_0000001432,149.505499,149.505232,-0.000267,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001432.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001432.bin,1431,True,preprocess/labels/2013_05_28_drive_0007_sync/001430_1_1.npy,velodyne_of_native_frame_1432,t (last frame of the clip),True,"[0, 286]","[287, 306]",samples/k360_train/2013_05_28_drive_0007_sync_00286.npz
2013_05_28_drive_0007_sync,train,1435,1437,287,0007_0000001437,150.028208,150.027852,-0.000356,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001437.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001437.bin,1436,True,preprocess/labels/2013_05_28_drive_0007_sync/001435_1_1.npy,velodyne_of_native_frame_1437,t (last frame of the clip),True,"[0, 287]","[288, 307]",samples/k360_train/2013_05_28_drive_0007_sync_00287.npz
2013_05_28_drive_0007_sync,train,1440,1442,288,0007_0000001442,150.550702,150.550632,-7e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001442.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001442.bin,1441,True,preprocess/labels/2013_05_28_drive_0007_sync/001440_1_1.npy,velodyne_of_native_frame_1442,t (last frame of the clip),True,"[0, 288]","[289, 308]",samples/k360_train/2013_05_28_drive_0007_sync_00288.npz
2013_05_28_drive_0007_sync,train,1445,1447,289,0007_0000001447,151.073333,151.073165,-0.000168,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001447.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001447.bin,1446,True,preprocess/labels/2013_05_28_drive_0007_sync/001445_1_1.npy,velodyne_of_native_frame_1447,t (last frame of the clip),True,"[0, 289]","[290, 309]",samples/k360_train/2013_05_28_drive_0007_sync_00289.npz
2013_05_28_drive_0007_sync,train,1450,1452,290,0007_0000001452,151.595432,151.595396,-3.6e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001452.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001452.bin,1451,True,preprocess/labels/2013_05_28_drive_0007_sync/001450_1_1.npy,velodyne_of_native_frame_1452,t (last frame of the clip),True,"[0, 290]","[291, 310]",samples/k360_train/2013_05_28_drive_0007_sync_00290.npz
2013_05_28_drive_0007_sync,train,1455,1457,291,0007_0000001457,152.11732,152.117248,-7.2e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001457.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001457.bin,1456,True,preprocess/labels/2013_05_28_drive_0007_sync/001455_1_1.npy,velodyne_of_native_frame_1457,t (last frame of the clip),True,"[0, 291]","[292, 311]",samples/k360_train/2013_05_28_drive_0007_sync_00291.npz
2013_05_28_drive_0007_sync,train,1460,1462,292,0007_0000001462,152.638777,152.638681,-9.6e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001462.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001462.bin,1461,True,preprocess/labels/2013_05_28_drive_0007_sync/001460_1_1.npy,velodyne_of_native_frame_1462,t (last frame of the clip),True,"[0, 292]","[293, 312]",samples/k360_train/2013_05_28_drive_0007_sync_00292.npz
2013_05_28_drive_0007_sync,train,1465,1467,293,0007_0000001467,153.159678,153.15968,2e-06,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001467.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001467.bin,1466,True,preprocess/labels/2013_05_28_drive_0007_sync/001465_1_1.npy,velodyne_of_native_frame_1467,t (last frame of the clip),True,"[0, 293]","[294, 313]",samples/k360_train/2013_05_28_drive_0007_sync_00293.npz
2013_05_28_drive_0007_sync,train,1470,1472,294,0007_0000001472,153.680778,153.680714,-6.4e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001472.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001472.bin,1471,True,preprocess/labels/2013_05_28_drive_0007_sync/001470_1_1.npy,velodyne_of_native_frame_1472,t (last frame of the clip),True,"[0, 294]","[295, 314]",samples/k360_train/2013_05_28_drive_0007_sync_00294.npz
2013_05_28_drive_0007_sync,train,1475,1477,295,0007_0000001477,154.202207,154.202179,-2.8e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001477.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001477.bin,1476,True,preprocess/labels/2013_05_28_drive_0007_sync/001475_1_1.npy,velodyne_of_native_frame_1477,t (last frame of the clip),True,"[0, 295]","[296, 315]",samples/k360_train/2013_05_28_drive_0007_sync_00295.npz
2013_05_28_drive_0007_sync,train,1480,1482,296,0007_0000001482,154.724033,154.723984,-4.9e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001482.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001482.bin,1481,True,preprocess/labels/2013_05_28_drive_0007_sync/001480_1_1.npy,velodyne_of_native_frame_1482,t (last frame of the clip),True,"[0, 296]","[297, 316]",samples/k360_train/2013_05_28_drive_0007_sync_00296.npz
2013_05_28_drive_0007_sync,train,1485,1487,297,0007_0000001487,155.245882,155.245896,1.4e-05,data_2d_raw/2013_05_28_drive_0007_sync/image_00/data_rect/0000001487.png,data_3d_raw/2013_05_28_drive_0007_sync/velodyne_points/data/0000001487.bin,1486,True,preprocess/labels/2013_05_28_drive_0007_sync/001485_1_1.npy,velodyne_of_native_frame_1487,t (last frame of the clip),True,"[0, 297]","[298, 317]",samples/k360_train/2013_05_28_drive_0007_sync_00297.npz
